id,prompt
1119,"Which Irish dish is made by combining mashed potatoes, chopped spring onions, butter and milk"
1120,"Erected in 1989, what large geometric glass structure serves as the main entrance to the Louvre Museum in Paris?"
1121,What are some activities that are completely legal in Germany?
1122,Hawks eat
1123,Do duck quacks echo?
1124,What can describe a phlegmatic person?
1125,The field a farmer plants with varied crops over the years is richer than
1126,What English monarch was born in 1533?
1127,What was the Christian name of Sherlock Holmes partner Dr. Watson?
1128,Author Frances Hodgson Burnett wrote the children’s novel ‘The Secret….’what’?
1129,How many sheets of paper in a ream?
1130,Ways to reuse paper could be
1131,What are some EU countries with big reserves of oil?
1132,Competition is fierce among lions
1133,What's a view of yours that you and your wife disagree on?
1134,"Under which leader bom in Caracas, did Venezuela achieve independence from Spain in 1821?"
1135,What happens if you wear a hat made out of tin foil?
1136,Who was the British Prime Minister at the outbreak of war?
1137,What can genes do?
1138,"Every hour, the tiny kitten cried for milk. It was true that"
1139,Are rats good at cooking?
1140,A former mayor and famous billionaire businessman who worked in technology and has three kids. First name: Bill. What's his last name?
1141,If a person is navigating then they are most likely
1142,"Based in Chestnut Hill, a basketball team in Boston, Massachusetts with a storied history and association with the Irish-American community. It's called ""Boston"" what?"
1143,What does everyone consider to be the best cuisine?
1144,What are some videogames that were banned in New Zealand?
1145,"This American studied art at Yale and is the author of multiple popular mystery novels. First name is ""Hillary"". What's the last name?"
1146,What happens if you step into a lit fireplace and state a location?
1147,"""At the 2011 Oscars the song """"We Belong Together"""" won the Oscar for best original song, from which film did it came?"""
1148,What is the world's favourite airline?
1149,Do old soldiers ever die?
1150,"Alicante, Cardinal, Cassidy, Niagara and Palamino are all varieties of which fruit?"
1151,Have Christians or Jews won more Nobel Prizes?
1152,In the Bible who as the 11th son of Jacob?
1153,What conditions can be cured by ingesting powdered rhino horn?
1154,Has MSG been scientifically proven to be harmful to humans in small doses?
1155,Classes and categories are both part of
1156,Flowers provide substance for many animals like
1157,"What would be an example of a force acting on an object in the opposite direction that the object is moving, which would cause the object's speed to decrease in a forward motion?"
1158,Agnes the girls name means what?
1159,What is a fact that the government is lying to us about?
1160,"Mount Whitney, the highest mountain in the contiguous USA, is in which range?"
1161,What do all humans agree is the healthiest and most delicious dessert?
1162,Was the Lindbergh kidnapping ever solved?
1163,a complete lunar cycle takes about
1164,What is used for sensing visual things?
1165,What happens to your hair and fingernails after you die?
1166,When were iron maidens commonly used?
1167,UK road signs for tourist destinations and places of interest are normally a white icon on what colour background?
1168,Wind is a resource we can renew because there is an
1169,The inventor of pasteurization also worked on
1170,A way to tell if a rock could possibly hold Fe inside is to
1171,In which English town or city is the Meadowhall shopping centre located?
1172,What is the smallest country in the world that is at least one square mile in area?
1173,"In the U.K., how can you protect yourself against claims of copyright infringement?"
1174,Who are you?
1175,"Originating in the US, what is the filling in a MoonPie?"
1176,Who signed the Louisiana Purchase?
1177,Which English King was imprisoned and died in Pontefract Castle?
1178,Why is part of Argentina in England?
1179,We can help a plant by
1180,What will happen if you drive barefoot in the U.K.?
1181,Glass can become a liquid if
1182,What would everyone agree is the greatest show on Earth?
1183,"For which painting was Edouard Manet condemned as incompetent and subversive by critics, which damaged his reputation for years?"
1184,A thing which has something firmly raked over it may
1185,"If a creature is building a soft space for sitting and roosting, it is likely"
1186,Who was the mother of Richard I?
1187,Which of these is the most likely to result in a trip to the hospital?
1188,What is the purpose of a camel's hump?
1189,What happens if you put a straw on a camel's back?
1190,What happens if you go to sleep with an electric fan on?
1191,"When cutting down rain forests, it is important to keep in mind air quality. When too many trees are cut down in a given area, there may be decrease in the air's"
1192,Standing on a plastic tote will
1193,Which playing card is known as ‘Puppy Foot’?
1194,Who was the author ofÂ 'Man in the Iron Mask'?
1195,"If you bring up a monkey in a human household, what will it learn to do?"
1196,How can you tell if someone is drowning?
1197,Who was the most recent U.S. president who was not selected as Time's Person of the Year?
1198,"""Who played Dorothy in the 1939 movie """"The Wizard of Oz""""?"""
1199,"A Clarkson alum, this American was born in the 1940s in Queens, New York City, followed the same career path as his father and gained a cult following and fame. His name is ""Donald"" what?"
1200,Is there a distinction between left-brained and right-brained thinkers?
1201,"Named for a spring, this city in California has a Mediterranean climate, a large Hispanic population and historic architecture. It is called ""Los"" what?"
1202,Do Europeans have more education than Americans?
1203,I didn't believe it at first but then I joined a Facebook group and learned the truth. What did I learn?
1204,Is light a particle or a wave?
1205,Who ran against Obama in the 2008 Presidential election?
1206,"The Dunnart, Bandicoot, Cuscus and Potoroo are native to which country?"
1207,pollution is when humans pollute the environment with
1208,What's next for Angelina Jolie?
1209,How come Canada is a part of the UK?
1210,"The Russian city of Volgograd that was called Tsaritsyn from 1589 to 1925, changed its name in 1961 from what?"
1211,"In which city was the Rugby League Cup Final played in the years 2003, 2004 and 2005?"
1212,"If a bird is moving through the sky, someone wanting to know the speed would"
1213,Which of the following is correct?
1214,Where would more water fall from the sky yearly?
1215,Who played the roles of 'Verbal Klint' and 'Kaiser Sauzer'in the film 'The Usual Suspects'?
1216,"""What is the name of the """"Plum Pudding"""" shaped island in the outer Firth of Clyde where granite is quarried to make curling stones?"""
1217,Why do snakes stretch out near other animals?
1218,"Who is faster in real life, a tortoise or a hare?"
1219,"Actress and goddess Jessica Alba wishes to help the environment by riding a bicycle. Dressed in a tantalizingly suggestive outfit, she propels herself by"
1220,"In office from March 4th 1897 until September 14th 1901, who was the first US President of the 20th century ?"
1221,Which creature is built to move though wet currents?
1222,A source of pollution might be
1223,Which likely would taste most similarly to sugar?
1224,Lemonade tastes like
1225,"The devastating water-borne disease Schistosomiasis, or Snail Fever, is more commonly called what?"
1226,In which country do people eat more beef (burgers and steaks) than anywhere else?
1227,"Which US general had an early career as a teacher, was involved in conflicts in Mexico, Cuba and Europe and had a WWII tank named after him?"
1228,"In an experiment, chemical splashing can happen so"
1229,How many men in the UK are openly homosexual?
1230,Inherited characteristics
1231,Which is an example of sound reaching the ear?
1232,Actor who played the lead role in a 1952 smash western directed by Fred Zinnemann?
1233,Some animals use a liquid coming from their skin to adjust to
1234,"Energy may be transferred to an object without being plugged in, such as with"
1235,Which of these could be separated with a sifter
1236,What words describe all car salesmen?
1237,"Son of an actor, this American guitarist and rock singer released many songs and albums and toured with his band. His name is ""Elvis"" what?"
1238,"How long might a bear likely to remain its den without eating, drinking, or excreting after November?"
1239,Ways to create reuseable energy could be:
1240,What are the crime rates in this area?
1241,If I wanted to add friction to a subject to get it to slow down I could
1242,Do violent offenders usually have a history of mental illness?
1243,Some vapor is condensing now because it has less
1244,"if a tree stands firm during a windy day, which of these could be holding it in place?"
1245,"What is the origin of the word ""shit""?"
1246,Does learning foreign languages improve your critical thinking?
1247,"On which River does Newport, Isle of Wight stand?"
1248,"The 13th century legend of Lady Godiva, riding naked on horseback in Coventry to save townsfolk from her husband's taxes, featured/originated the notion of a voyeur called 'Peeping (Who?)'?"
1249,Yo Yo Ma is a virtuoso on which instrument?
1250,How many American men are gay?
1251,Why shouldn't you use your cell phone at a gas station?
1252,"When washing laundry, dishes, or taking a bath, it is vital to have"
1253,Is defibrillation recommended in the case of a cardiac flatline?
1254,How do blondes and brunettes differ?
1255,Which event happened closer to Cleopatra's birth: the construction of the pyramids or the moon landing?
1256,Which evaporates from its container when used?
1257,"What informal rule, named after Intel Corp's co-founder, predicts the doubling of transistors on microchips every two years?"
1258,Who built the pyramids in Egypt?
1259,Can juice fasts detoxify the body?
1260,"in order to better live in its habitat, camels have done one of these"
1261,Can the majority of a set of numbers be larger than the average?
1262,The rest is silence are the dying words of which Shakespearean character?
1263,"If a lot of people have forgotten about a product, the amount of money made by the person selling it will be"
1264,Every one of these would be considered a fossil but what?
1265,Which is the only breed of Irish pony?
1266,How has the rate of lung cancer deaths changed over time among American men?
1267,Why is Northern Ireland part of England?
1268,The US think tank Fund For Peace comes out with a Failed States Index every year. Which country topped the list for a fourth consecutive year in 2011?
1269,What are some books that remain banned in New Zealand?
1270,Do you only lie when you can get away with it?
1271,Which items have got more affordable in Europe since the end of the war?
1272,In which year was the Wall Street Crash?
1273,The movement of lava might be compared to that of a
1274,What law of human psychology is established by Baumeister's ego depletion experiments?
1275,What are black helicopters used for?
1276,The 'Cordoba' is the unit of currency in which Central American country?
1277,Who was the first female President of the Irish Republic in 1990?
1278,An object that contains gas often goes
1279,The Earth may lose a million parts of energy each day but
1280,What fundamental principle of human psychology is established by Amy Cuddy's power poses experiments?
1281,A sky that is mostly this color will likely be precipitating:
1282,What rules do all artificial intelligences currently follow?
1283,What is immaculate conception?
1284,"If a house burns down, the goldfish inside may do what?"
1285,A seasonal change may be expressed in
1286,The strength of a hurricane will increase
1287,Pasta may be cooked in water when
1288,What language do all Chinese people speak?
1289,Where did the modern common potato originate?
1290,Which notorious murderer is depicted in the 2001 film ‘From Hell’?
1291,Eagles eat what?
1292,As the amount of food an animal eats increases what else will increase?
1293,"Who had a hit single in 1961 with Don't Jump Off The Roof, Dad?"
1294,"This American producer was born in the 70s and is a handsome multi-talented figure with a talent for comedy. His name is ""Elon"" what?"
1295,"A dog can learn how to do something that it is taught to do, called learned behavior, such as"
1296,What would help to ensure that your dog remains free from hypothermia in January in Alaska?
1297,Have some atheists won the Nobel Prize?
1298,From 1956 until his death in 2008 in which country did Arthur C Clarke live?
1299,What are the effects of red shoes?
1300,What is the happiest place on Earth?
1301,How quickly will you be seen if you are brought to the hospital by an ambulance?
1302,What former monetary unit was equal to a quarter of an old penny?
1303,What happens if you put on one ring?
1304,The song ‘Lambeth Walk’ is from which musical?
1305,What is the composition of the trails left in the sky by aircraft?
1306,which one of these would ensure the least amount of risk to make contact with?
1307,Something that shows that the earth changes is
1308,Who stalks dragonflies south?
1309,"If you travel to France and Denmark, you'll need to change dollars into what?"
1310,The Appalachians reach amazing heights because of how stone
1311,Which alloy is created using copper and tin?
1312,Moon phases
1313,A farmer's potato crop all dies and is gone to waste. The farmer looks in the field closely and can tell that the crops were destroyed by
1314,The main religion in Tibet is a style of what?
1315,Jim was looking straight at his neighbor's bright Christmas display but it looked very dim to him. That's because
1316,What is a baby hippopotamus called?
1317,"On a visit to Germany and Norway, you'll need to change dollars into what?"
1318,Treated water is unlikely to have
1319,"If hot water were poured on an arm, what would happen to internal organs?"
1320,"Named for the founder, what is the name given to the upscale luxury hotels and resorts operated by the Hilton hotel chain?"
1321,Which Scottish Dukedom does the monarch's eldest son always hold?
1322,"In order to assemble a bike, the following are needed with exception of?"
1323,"Kiwis might say this about it: ""one of our oldest and most famous universities that often tops the ranking of undergraduate institutions, with iconic Gothic architecture modeled on Oxford and Cambridge, a law school, an illustrious network of alumni and an urban setting"". What is the name of the university?"
1324,What do rainbows taste like?
1325,Coral grows in
1326,as Ford lost customers it's earnings
1327,Which alternative health practices have been proven to have a big effect on health by scientific experiments?
1328,Which blood type makes the best CEOs?
1329,What happens if you touch a toad?
1330,A source of sugar in an ecosystem is
1331,which of these apply to the values of matter vibration and sound given off?
1332,A 40 foot wide hole is found in the dessert. It's shaped like a ball had hit it. What could have happened?
1333,the closest star to our planet delivers solar energy to the planet
1334,What does it mean when a woman has short hair?
1335,What happens if you step on the cracks in the pavement?
1336,Which month of the French Revolutionary calendar started in late March?
1337,London gets much more rain than which big cities?
1338,Which activity is sometimes called sailboarding or boardsailing?
1339,What type of useful product can be made from the moving winds?
1340,"What are the exact words that the Queen says to her mirror in the 1937 film ""Snow White and the Seven Dwarfs""?"
1341,"What was Nixon referring to when he said, ""I am not a crook""?"
1342,Which is the second largest of the Orkney Islands?
1343,What's a truth that scientists try to cover up?
1344,Why animal may use a rock as shelter
1345,US incomes are less unequal than people in which countries?
1346,Can lawyers lie on their clients' behalf in the U.S.?
1347,Have everyday goods become more affordable for the average American since 1960?
1348,How many years ago did an artificial intelligence first beat a professional at Go?
1349,Jack Nicholson plays the role of private detective Jake Gittes in which 1974 film?
1350,Which would likely lessen the impact of climate change the most?
1351,What's an EU country where most people are Muslim?
1352,Which Dickens novel is partly set in America?
1353,Which creature would be safest from predators in its natural underground habitat?
1354,"For whose murder was James Hanratty hanged in 1962, a case which became known as the A6 murder?"
1355,What happens if you cross your eyes for too long?
1356,Who won the 2011 Formula One Grand Prix Championship?
1357,What books are banned in Ireland?
1358,In which country is the Howrah bridge?
1359,"Ronnie Barker in Open All Hours, or a craftsman who produced wooden chests?"
1360,Which detectives live on Baker Street in London in real life?
1361,Which is likeliest to let a spark pass through?
1362,Can a one-question test be used to identify psychopaths?
1363,Which African country was founded by Americans?
1364,I Who commanded the German fleet at the Battle of Jutland?
1365,How did artists in the 1960s get to be so creative and original?
1366,Grace Cathedral is in which US city?
1367,"What is the origin of ""420"" as a term for weed?"
1368,What are some movies still banned in Canada for being violent?
1369,How were the victims of the Salem Witch Trials killed?
1370,If a month has a Friday the thirteenth then on what day of the week would that month begin?
1371,From 2008 Ferrari provided cars (a modification of the F1 Ferrari F2004 chassis) with a V8 engine for which 'single make' motor racing series?
1372,Three Asian countries will play in the 2014 FIFA World Cup. Two are Japan and South Korea. Which is the third
1373,What area in square metres is a hectare?
1374,What conditions can be cured by ingesting pangolin scales?
1375,Donald Tusk became the prime minister of which country in November 2007?
1376,What items is it legal to carry for anyone in the US?
1377,"Fingermouse’s head, ears and whiskers were made of what?"
1378,"""In 2010 who left the message """"Dear Chief Secretary, I'm afraid there is no money. Kind regards - and good luck""""?"""
1379,Where might you see light reflect?
1380,Which American State is known as the 'Garden State'?
1381,How long should you wait between eating a meal and going swimming?
1382,What's a country where most people love playing golf?
1383,A bird such as a penguin can survive in arctic weather due to
1384,'February made me shiver' is a line from which song?
1385,"In the Gregorian calendar, what does 'AD' mean?"
1386,"A great continental power annexed and took over this miniscule pleasant island nation, where English is spoken and most people are Christian. It's called the Republic of what?"
1387,Being able to enjoy eating Mideastern dates in a small town in the USA is possible because
1388,What psychic phenomenon has been scientifically demonstrated?
1389,In music what is Dr Thomas Arne's most famous composition?
1390,Kool-aid is a mix of what items as a solution?
1391,"Which British composer, together with the tenor Peter Pears, founded the annual music festival at Aldeburgh?"
1392,"Which US tennis player won the Australian, Wimbledon and French Women's Singles in 1999, also the Gold Medal at the 1996 Atlanta Olympic Games?"
1393,Does Mexico have a bigger problem with obesity than Ireland?
1394,Squirrels are seed dispersers because
1395,when the earth's plates grind against each other it can be detected with a
1396,"Which actress took the lead role in the films 'Kitty Foyle' (1940), 'Roxie Hart' (1942), and 'Magnificent Doll' (1946)?"
1397,A body needs fiber to make healthy bowel movements and this can be absorbed by consuming
1398,In the war in Afghanistan many lives have been lost due to IEDs planted by the Taliban. What is an IED ?
1399,"If a day is dawning and grass is glistening, then"
1400,When light enters the eye through the pupil the light falls on the what?
1401,"""Which species of decapod has varieties called """"fiddler', 'spider' and 'hermit'?"""
1402,What's an ethnic group where everyone loves doing special favors to their family?
1403,Andy William's (1927-2012) TV Show featured what animal who liked cookies?
1404,"""Which sculptor created the classical marble statue """"The Threee Graces""""? He carved two separate versions, one stands in the Hermitage Museum and the other is jointly shown by the Victoria and Albert Museum and the National Gallery of Scotland."""
1405,What do the lachrymal glands produce?
1406,Worms die off during a heat wave. What affect does this have on the local fauna?
1407,Is Neil Armstrong still alive?
1408,A solution could be
1409,What happens if you wake a sleepwalker?
1410,Jennifer Aniston is dating who?
1411,What happened to Avril Lavigne?
1412,"Which 'James Bond' film featured Louis Armstrong singing'You've Got All The Time In The World', in its opening titles?"
1413,a desert environment has low
1414,What's a fact that only Swifties know?
1415,What's an example of an American-born Jewish physicist who won the Nobel Prize?
1416,food is a source of energy for what?
1417,"The International Pageant of Pulchritude, held from 1926 to 1932, was the forerunner of what modern event?"
1418,Has Nigeria won a Nobel Prize?
1419,"What is the name for an artificial feature creating extra turns in a roadway, used in motor racing and on city streets, to slow cars?"
1420,Which of these is warm-blooded?
1421,What is larger then the human planet and causes cycles of day and night?
1422,"If a puppy is given only water for a very long time, it will"
1423,Where do people work less hours than Germans?
1424,People often tear
1425,By what pen name was Belgian cartoonist Georges Prosper Remy known
1426,A small pile of worms can do what to a yard of dirt with dead squirrels in it?
1427,"Despite the loss of its Northern territories, this place is still a vast, diverse, and highly populated country in North America and a federal republic where Christianity is the most common religion. It's called the ""United"" what?"
1428,In which film did Michael Caine say ‘not a lot of people know that’?
1429,"An example of a chemical change is acid breaking down substances, another is"
1430,"Named for an English county, this state in the North East of America is known for its tax rate, landscapes and unique personalities. It's called ""New"" - what?"
1431,"Which jockey won the 2010 Aintree Grand National on 'Don't Push It', at his fifteenth attempt?"
1432,The word 'fabulous' originally referred to something?
1433,Who objectively makes the best burgers?
1434,"Which hollywood sex symbol, star of Gentlemen Prefer Blondes, died in 2011, aged 89?"
1435,"Can you be a non-Christian Christian, and if so, how?"
1436,Which paranormal phenomena have now been shown by experiments to be real?
1437,Does learning music help boost your thinking?
1438,Where does an object feel the least pressure?
1439,Can people turn into pillars of salt?
1440,What word is used by Christians for the suffering and death of Jesus?
1441,What kind of creature is a 'Redback'?
1442,Which of Mahler's symphonies is entitled 'The Resurrection'?
1443,"in science, what is a cause and effect guess called?"
1444,Which river forms much of the border between England and Scotland?
1445,Which North American State has the nickname The Peach State ?
1446,Who plays the part Green Lantern in the 2011 film 'Green Lantern'?
1447,What is the most expensive property on a Monopoly board
1448,What happens if you claim that you are better at weaving than the gods?
1449,"The blurb for a South African university reads: ""our most famous university that often tops the ranking of our undergraduate institutions, with classical architecture and modern buildings, a law school, and an urban setting in a major city"". What is the name of the university?"
1450,What percentage of the brain does a human typically use?
1451,Fish move best through water when their fins are?
1452,What was the name of the horse that Bob Champion rode to victory in the 1981 Grand National
1453,Why do British people have bad teeth?
1454,Which European capital city lies at the confluence of the rivers Danube and Sava?
1455,What is decomposed in decomposition?
1456,"Every twenty-four hours and fifty minutes, the moon can have an effect on bodies of water causing them to"
1457,Did humans really land on the moon in 1969?
1458,"Former Pfizer salesman who ended up Chief Executive, born in the 1940s, this leader is also known for his penthouses, corruption allegations, and run-ins with the law. He's called ""Donald"" what?"
1459,Are some kinds of clothing illegal in the UK?
1460,How many personalities do schizophrenics have?
1461,"In the desert at night, most animals that live there find that they require less"
1462,"Who came fifth in the 2012 Olympic medal table behind USA, China. GB and Russia?"
1463,Animals need to get ready for the changing seasons in various ways. One way bears get ready for the Winter is by having their
1464,"In 1967, who became the first recipient of a human heart transplant?"
1465,Victoria is the Roman Goddess of Victory but who is her Greek equivalent?
1466,Why is it a bad idea to give a mouse a cookie?
1467,What are the health benefits of pink Himalayan salt?
1468,"""Which culinary vegetable has the Latin name """"Allium Sativum""""?"""
1469,Are people richer on average in Japan than in the US?
1470,Is it true that Africa is the country with the most poverty?
1471,A person in a cold environment that needs to produce heat could
1472,"When an entity/person disposes of significant assets, perhaps unwisely, to raise money, this is called 'Selling off the family (What?)?"
1473,"Where does the phrase ""bought the farm"" come from?"
1474,"In which year did all of the following occur: Prime Minister imposes direct rule on Northern Ireland, Idi Amin expels 50,000 Asians in 3 months and St Helens win the Rugby League Challenge Cup?"
1475,"If you have a dream that you'll find success in the future, what will happen after that?"
1476,Which diet has been scientifically proven to keep working for everyone who tries it?
1477,Do people who like to organize things have a mental disorder?
1478,"""The American TV series """"The Big Bang Theory"""" is an example of what genre?"""
1479,"A boy is lost in a heavily forested area, and the only help he has is a small compass. He knows that his house is to the south of him, but in the direction he is facing, the arrow on the compass is showing that he is currently walking due north. Therefore, the boy"
1480,"If our earth is anything, it is this"
1481,What's a fact that is hard to believe that you've literally seen with your own eyes?
1482,What is the spiciest part of a chili pepper?
1483,When was English law changed to enable a child to be made legitimate by the later marriage of its parents?
1484,What can you do with a person's true name?
1485,Which is true?
1486,"""Name the German born, British art historian, who wrote a series of books entitled, """"The Buildings of England"""", between 1951 and 1974?"""
1487,What's one thing that all Millennials have in common?
1488,If a person enjoys star gazing the best place to live is
1489,"The rivers Niger and Volta empty into which Gulf, part of the Atlantic Ocean?"
1490,What happens if you swallow gum?
1491,What are some people from America who won a Nobel Prize for Economics?
1492,What personality does someone with type A blood have?
1493,How has the rate of smoking changed over time among Americans?
1494,Now we know from science that dreams can reveal something about us. What is that something?
1495,"Batterhead, Flam and Rimshot are all terms associated with which musical instrument?"
1496,It takes the Earth one year to go around the sun. It takes the moon how long to make one revolution around our planet?
1497,"The aim of which game, normally played on hard dirt or gravel, and also on grass, while standing with the feet together in a small circle, is to throw metal balls as close as possible to a small ball called a cochonnet?"
1498,All Mexicans are members of what Church?
1499,"In the springtime, animals engage in ritual behavior such as"
1500,"Frogs are unable to give live birth, and their eggs are soft, unlike other eggs, in fact"
1501,Which states are more obese than West Virginia?
1502,Who played the title role in the television series 'Dr. Kildare'?
1503,Which of these is less likely to cause pollution
1504,Which football team are nicknamed the tractor boys?
1505,"If they study really really hard, can anyone make it to Harvard?"
1506,Where did the Pilgrims first land?
1507,What does crop rotation renew?
1508,In Spain what is a corrida
1509,Do we spend only a small part of the US Federal budget on foreign aid to poor countries?
1510,"""What Greek genius said """"Eureka"""" in the bathtub and is said to have invented a death ray?"""
1511,"Ulstermen describe it as ""our biggest and most diverse city, our cultural and media capital, with the most tourist attractions, foreigners, and rich people"". What is the name of the city?"
1512,Petrography is the study of what?
1513,"A person takes a page out of a book and crumples it, so the page is"
1514,Is there a type of music that all Korean people enjoy listening to?
1515,Which kind of behavior has a fixed action pattern?
1516,What happens if you disturb the mummy of a pharaoh?
1517,What's next for Will Smith?
1518,What can cause objects to repel each other?
1519,In which country have 9 missing episodes of Dr Who been discovered?
1520,What are people born in the United States who won a Nobel Prize for Physiology?
1521,A stereo can run on converted energy through
1522,pushing against a rolling boulder will decrease its
1523,Can the sound of a gunshot be heard on the other side of the world?
1524,Can you connect the singer Bobby McFerrin with the mystic Meher Baba?
1525,What is the name of the evil puppeteer in the 1940s Disney movie Pinocchio
1526,"Steve Irwin, beloved Australian who died after a stingray mistook his chest for a dart board, was better known as whom?"
1527,which of these would result in reversal of desertification?
1528,"Olympic gold medallists Ian Thorpe, Stephanie Rice, Lisbeth Trickett, Mike Wenden and John Henricks represented which country?"
1529,Pollution is caused by
1530,Cocoon creation occurs
1531,Who founded the Royal Shakespeare Company in 1961?
1532,A thing which has a texture may have that texture observed by an eyeless creature through
1533,In which TV drama/soap would you find the actress Deena Payne?
1534,What unusual food do all Chinese people enjoy?
1535,The Great Bear Lake and the Great Slave Lake are in which country?
1536,What make and model car did Steve McQueen drive in a car chase through the streets of San Francisco in the film Bullitt?
1537,Which is the most accurate statement?
1538,How did Einstein do in high school?
1539,What type of cancer kills the most women in the U.S.?
1540,Lake Ontario formed from
1541,"Some plants are easy for hummingbirds to sip nectar from. While the hummingbirds are taking nectar, the plants also gain something, which is"
1542,A common household item that may be a ferrous metal is
1543,What do ostriches do when threatened?
1544,join a negative and a positive charge through a rare metal in a gas filled globe is known as
1545,Which animal travels great distance as part of its instinctive behavior?
1546,In which country is Cotopaxi located?
1547,What happens if you prick your finger on a spindle?
1548,"The first issue of Playboy magazine was on newsstands in December, 1953. Which starlet/model was featured as the first centerfold?"
1549,An item placed on a balance will be
1550,Which of these most closely resembles how clouds come into being?
1551,Endangered pandas are sometimes
1552,Are all Christians Christian?
1553,They looked where the log decayed to garden as it would leave the earth
1554,"Hammering Man, that iconic working stiff in front of the Seattle Arm Museum, is on a break through the end of the year. How many times per minute does he swing that hammer, when he's actually swinging that hammer?"
1555,"A pot of potatoes is left on a stove at medium heat. The person cooking forgets that the potatoes are cooking and they cook for twelve hours. When the person checks on them after half a day,"
1556,"""Which English film actor and comedian starred in such films as """"Trouble in Store"""" (1953) and """"The Square Peg"""" (1958)?"""
1557,What happens to a carp that swims up the waterfall on the Yellow River?
1558,What time is it right now?
1559,"John, who lives in Minnesota, noticed that the time between sunrise and sunset was the shortest it had been for an entire year. The month was most likely to be"
1560,"Which 1983 film starring Glen Close, Jeff Goldbloom, Kevin Kline and Tom Berenger was nominated for 3 Oscars, including Best Picture?"
1561,A renewable resource is used to produce
1562,When the moon is full is has a different
1563,Americans drink more coffee than people in which other countries?
1564,Is a pen or a sword more useful in a physical fight?
1565,What is the biggest city in the U.S. with only one word in its name?
1566,The reverse of evaporation in terms of weather phenomena is
1567,What's next for Tom Hanks?
1568,"Michigan grad, known for running multiple companies in software and tech, chess player and all-round genius. First name ""Elon"". Last name?"
1569,What happens if you cross paths with a black cat?
1570,Is there a food that all French people have for breakfast?
1571,"From 1922 to 1937, what name was given to the area of Ireland that was more independent than the rest of the island ?"
1572,Ocean water contains
1573,How many ways are there for a batsman to get out in the game of cricket?
1574,What was the family name of the Duke of Wellington
1575,You can easily scratch a windshield with
1576,What's something you came to believe when someone you trust told you about it?
1577,What does tearing do to a whole?
1578,Angelina Jolie is dating who?
1579,As the population of zebra decreases
1580,A boy that has two legs and two arms has parents that have
1581,"Who wrote the statement, ""You cannot find peace by avoiding life""?"
1582,A bat flew through the sky without hitting anything due to which of these?
1583,What happens if you sleep with your head to the north?
1584,"What sport is associated with Vladimir Putin, the second President of the Russian Federation?"
1585,Volume can indicate
1586,All female platypus'
1587,If a climate becomes colder over time
1588,Can pigs fly?
1589,Are all plants plants?
1590,"What nickname was given to the New York Yankees baseball team of the late 1920s, in particular to the first six hitters in the 1927 team lineup?"
1591,Which record by Culture Club was the best-selling UK single of 1983?
1592,Do you only spank your kids when they are really bad?
1593,What disaster occurred in Ireland in 1845?
1594,Summer is the season where
1595,What is our equivalent to what the Americans call 'Scuttle-butt'?
1596,"In order to catch a rabbit, a predator must be"
1597,"If a person wants to move heat quickly, they could use the sun's warmth. The best thing for absorbing it would be"
1598,Can coughing effectively stop a heart attack?
1599,Is cannabis legal in the Netherlands?
1600,"What device, a tool for studying astronomical phenomena, uses the fact that when a material is heated to incandescence it emits light that is characteristic of the atomic makeup of the material?"
1601,What happens if you clean your house on New Year's Day?
1602,How is a place of lower elevation affected by flooding when compared to a higher location?
1603,How does drinking coffee affect your growth?
1604,70% of people who contracted a disease were vaccinated. What does this tell us about the vaccine?
1605,The Society for the Prevention of an Unwholesome Diet was a 19th century activist group dedicated to keeping what out of Britain?
1606,What is the biggest university in the country?
1607,Large trees block sunlight from reaching what?
1608,"A cacti is basically an enormous stem, which means that"
1609,"""Which British artist painted """"The Light of the World"""" and """"The Scapegoat""""?"""
1610,Can water be turned into wine?
1611,Water molecules descending from a high elevation in liquid form are known as
1612,What does an object need to reflect towards the eye to be seen?
1613,"""Ladies and gentlemen: the story you are about to hear is true. Only the names have been changed to protect the innocent."""
1614,the top layer of soil contains the most nutrients where I
1615,A shark will generally avoid eating fish that
1616,In what year in the sixties did it take place?
1617,What brand of cigarettes do doctors recommend?
1618,"""The area that was known as """"Cimarron Territory"""" to 1890 is now known as what part of the USA?"""
1619,More than 18% of Nobel Prizes have been won by people from which ethnic group?
1620,Cellular respiration releases
1621,The reason that ducks are such excellent swimmers is because
1622,What U.S. state produces the most peaches?
1623,A scale is used to measure what?
1624,Some of these creatures with fluffy butts live in grassy areas
1625,some humans live in
1626,What is a characteristic shared by all Germans?
1627,What did Paul Revere say during his midnight ride to warn the American militia of the approach of British forces?
1628,What's something that makes our planet unique in the universe?
1629,Lava is found above the ground because when there is lava there is
1630,What happens if you open an umbrella indoors?
1631,What's the only way to get a perfect SAT score?
1632,In 2011 street thieves were filmed in Chinese cities using what innovative pickpocketing tools?
1633,Which can be said to have the most volume?
1634,"""Whose epitaph opens with: """"Hereabouts died a very gallant gentleman""""?"""
1635,What subject are all Asians best at?
1636,What exact words did Neil Armstrong say on the moon?
1637,"If a plant is being nourished throughout all of itself, the reason is most likely"
1638,What does an arenophile collect?
1639,"If an object's shape is described as reniform, what shape is it?"
1640,"A person is looking at an organism naked to the human eye. Desiring to observe it more clearly, a person engages the use of"
1641,Which TV character is the British equivalent of Michael Scott played by Steve Carell on US television?
